,Artist,Title,Album,Year,Date,Lyric
10,Alan Walker,Lost Control,,2018,"December 14, 2018","“Lost Control” is the second track by producer and artist Alan Walker off of his debut album Different World, and features Sorana as a vocalist.
Mm, yeah
Mirrors, they never lie
Don't see myself inside
Why can't I get it right?
I don't know
You're always watching me fall
Shadows, they like my wall
Why do I feel so small?
I don't know
So I walk into the dead of night
Where my monsters like to hide
Chaos feels so good inside
Now I know
I lost, I lost, I lost control again
Always do the same and not to blame, I lost control again
I don't, I don't, I don't know who I am
Always do the same and not to blame, I lost control again
Ooh
Tired of being afraid
But lately, I lost my faith
What is love without pain?
It ain't home
You're watching me, but I'm below
When I get caught, I hope
This is kind of like how they will
Take me home
So I walk into the dead of night
Where my monsters like to hide
Chaos feels so good inside
Now I know
I lost, I lost, I lost control again
Always do the same and not to blame, I lost control again
I don't, I don't, I don't know who I am
Always do the same and not to blame, I lost control again
I know that I'm a mess
But I ain't trying to be the best
Oh, whatever's coming next
I better pray-ay-ay-ay
Never said I was an angel
I am damaged all the way
So whatever's coming next
I better pray-ay-ay-ay
I lost, I lost, I lost control again
Always do the same and not to blame, I lost control again
I don't, I don't, I don't know who I am
Always do the same and not to blame, I lost control again"
11,Alan Walker,Different World,,2018,"November 30, 2018","“Different World” is a promo and final single by EDM producer Alan Walker from his debut album Different World.
Through this song, Alan Walker addresses the environmental issues our world is facing and wants…
All we know
Left untold
Beaten by a broken dream
Nothing like what it used to be (Used to be)
We've been chasing our demons down an empty road
Been watching our castle turning into dust
Escaping our shadows just to end up here
Once more
And we both know
This is not the world we had in mind
But we got time
We are stuck on answers we can't find
But we got time
And even though we might have lost tonight
The skyline reminds us of a different time
This is not the world we had in mind
But we got time
Broken smile, tired eyes
I can feel your longing heart
Call my name, howling from afar
We've been fighting our demons just to stay afloat
Been building a castle just to watch it fall
Been running forever just to end up here
Once more
And now we know
This is not the world we had in mind
But we got time
We are stuck on answers we can't find
But we got time
And even though we might have lost tonight
The skyline reminds us of a different time
This is not the world we had in mind
But we got time
Take me back
Back to the mountainside
Under the Northern Lights
Chasing the stars
Take me back
Back to the mountainside
When we were full of life
Back to the start
And we both know that
This is not the world we had in mind
But we got time
We are stuck on answers we can't find
But we  got time
And even though we might have lost tonight
The skyline reminds us of a different time
This is not the world we had in mind
But we got time"
12,Alan Walker,Lily,,2018,"December 14, 2018","فارسی
“Lily” is the fourth track in the “Different World” album produced by Norwegian music producer Alan Walker and K-391. It features Emelie Hollow as the vocalist for this song.
Lily was a little girl
Afraid of the big, wide world
She grew up within her castle walls
Now and then, she tried to run
And then on a night with the settin' sun
She went in the woods away
So afraid, all alone
They've warned her, don't go there
There's creatures who are hidin' in the dark
Then somethin' came creepin'
It told her, ""Don't you worry, just
Follow everywhere I go
Top of all the mountains or valley low
Give you everything you've been dreamin' of
Just let me in, ooh
Everything you want in gold
I'll be the magic story you've been told
And you'll be safe under my control
Just let me in, ooh""
Just let me in, ooh
She knew she was hypnotized
And walking on cold, thin ice
Then it broke and she awoke again
Then she ran faster and
Start screamin', ""Is there someone out there?
Please help me, come get me""
Behind her, she can hear it say
""Follow everywhere I go
Top of all the mountains or valley low
Give you everything you've been dreamin' of
Just let me in, ooh
Everything you want in gold
I'll be the magic story you've been told
And you'll be safe under my control
Just let me in, ooh""
Just let me in, ooh
Ooh
""Everything you want in gold (Ooh)
I'll be the magic story you've been told
And you'll be safe under my control
Just let me in, ooh""
""Follow everywhere I go
Top of all the mountains or valley low
Give you everything you've been dreamin' of
Just let me in, ooh""
Then she ran faster and
Start screamin', ""Is there someone out there?
Please help me""
""Just let me in, ooh"""
13,Alan Walker,Live Fast (PUBGM),,2019,"July 25, 2019","“Live Fast” is the first collaboration between A$AP Rocky and Alan Walker. The song describes living in the moment and giving your all in a similar fashion to the necessary performance in battle royale games.…
Live fast for the moment
Keep burning on both ends
I gotta get out 'fore I die, out ’fore I die‚ get out 'fore I die
Blacked out in the morning
Too high‚ never cave in
I gotta get out 'fore I die‚ out ’fore I die, get out 'fore I die
Burning like a candle, both ends dripping spills loose
Ends burn heads‚ burning end bridges
Better use the stairs till your legs hurting
Running for the hills, I'm on their heels, keep their heads turning
Consider it a fair warning
My partners steady moving like it's feds on us‚ uh-uh
Probably 'cause you assuming that its meds on us, uh-uh
Kick big shit I need leg warmers chug water all love
Blood is thicker than the dreads on us (Whoa)
Now I remember that when I'm in my bag
It ain't where you from, it's where you’re at
Where them niggas at?
Time to toe tag, yeah, body bag, yeah
Karate chop the shit in half till they find my match (Fight)
Till they find me laying dead on my back
This could be my last year
Putting up a fight until I collapse
2013 I went wild for night
In 2019 I’m getting out 'fore I die
Live fast for the moment
Keep burning on both ends
I gotta get out ’fore I die, out 'fore I die, get out 'fore I die
Blacked out in the morning
Too high, never cave in
I gotta get out 'fore I die, out ’fore I die, get out 'fore I die
Oh, I gotta get out 'fore I die
Oh, I gotta get out 'fore I die
When you started from the bottom go top forward, yeah
Name like saliva whole mouth full of it, yeah
Chasing for the clout go all out for it
Till they pull up with the toasters like a house warming, yeah
I just need my piece please, like a Reese's butter cup
Is you a punk or a power puff, huh? Toughen up
Bunk my species time to feces
Then repeat rock my CC Chanel
Just popped a CC now I'm up
When it's time for me
Show me empathy
When it ends for me
Would you fend for me?
When it's time for me
Show me empathy
When it ends for me
Would you fend for me?
Live fast for the moment
Keep burning on both ends
I gotta get out 'fore I die, out 'fore I die, get out 'fore I die
Blacked out in the morning
Too high, never cave in
I gotta get out 'fore I die, out 'fore I die, get out 'fore I die
It ain't where you from, it's where you at
Oh, I gotta get out 'fore I die"
14,Alan Walker,Who I Am,,2024,"January 4, 2024","Don't say this, don't say that
I'm not playin' by the rules
If they were made by you
I won't break just like that
I'll make my own mistakes
'Til I'm wrong in all the right ways
Save all your tears
You don't wanna waste them on me
I'm not gonna be just like them
This is just the way that I am
Head in the clouds
I do not fit in to the crowd
Baby, it's all makin' perfect sense
'Cause this is who I am
Who I am
Don't say this, don't say that
I'm not playin' by the rules
If they were made by you
I won't break just like that
I'll make my own mistakes
'Til I'm wrong in all the right ways
[Chorus: Putri Ariani,
Peder Elias & Putri Ariani
Save all your tears
You don't wanna waste them on me
I'm not gonna be just like them
This is just the way that I am
Head in the clouds
I do not fit in to the crowd
Baby, it's all makin' perfect sense
'Cause this is who I am
Who I am
If only I was wide awake
There's more than I can take
And when you dive into the blue
I'll be right next to you
I never wanna miss a thing
We fall in love again
You know I may hold on to June
'Cause all that you go through
I'm with you
[Outro: Putri Ariani,
Peder Elias & Putri Ariani
Peder Elias
Eh-eh-eh-eh-eh-eh-eh
Eh-eh-eh-eh-eh-eh-eh
Eh-eh-eh-eh-eh-eh-eh
'Cause all that you go through, I'm—
Eh-eh-eh-eh-eh-eh-eh (With you)
Eh-eh-eh-eh-eh-eh-eh (
Oh, woah
Eh-eh-eh-eh-eh-eh-eh
'Cause all that you go through
I'm with you"
15,Alan Walker,Lily (OG),,2020,"January 12, 2020","Lily was a little girl
Afraid of the big, wide world
She grew up within her castle walls
Now and then she tried to run
And then on the night with the setting sun
She went in the woods away
So afraid, all alone
They warned her, don't go there
There's creatures who are
Hiding in the dark
Then something came creeping
It told her
Don't you worry, just
Follow everywhere I go
Top over the mountains or valley low
Give you everything you've been dreaming of
Just let me in, ooh
Everything you wantin' gonna be the
Magic story you've been told
And you'll be safe under my control
Just let me in, ooh
She knew she was hypnotized
And walking on cold thin ice
Then it broke, and she awoke again
Then she ran faster than
Start screaming, ""Is there someone out there?""
Please help me, come get me
Behind her, she can hear it say
Follow everywhere I go
Top over the mountains or valley low
Give you everything you've been dreaming of
Just let me in, ooh
Everything you wantin' gonna be the
Magic story you've been told
And you'll be safe under my control
Just let me in, ooh
Just let me in, ooh
Ooh
Everything you wantin' gonna be the
Magic story you've been told
And you'll be safe under my control
Just let me in, ooh
Follow everywhere I go
Top over the mountains or valley low
Give you everything you've been dreaming of
Just let me in, ooh
Then she ran faster and
Start screaming, is there someone out there?
Please help me
Just let me in, ooh"
16,Alan Walker,On My Way (Solo Version),,2019,"March 21, 2019","I'm sorry but, don't wanna talk
I need a moment 'fore I go
It's nothin' personal
I draw the blinds, they don't need to see me cry
'Cause even if they understand, they don't understand
So, then, when I'm finished
I'm all 'bout my business and ready to save the world
I'm takin' my misery, make it my bitch
Can't be everyone's favourite girl
So, take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise
The fire burning in my eyes
No, nobody but me can keep me safe
And I'm on my way
Don't hang up
I wanna talk a little more before I go
It's hard to say it though
I close my eyes, knowin' it'll be alright (Knowin' it'll be alright)
But even if they understand
They can't hold my hand, no
So, now it's official
If we got some issues
The feelings, they make it hurt
Don't wanna listen to someone like this
Well, then I need a better world
So, take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise (Is on the rise, na-na)
The fire  burning in my eyes (The fire burning in my eyes, no)
No, nobody but me can keep me safe
And I'm on my way
I'm on my way
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody keep me safe
Everybody, everybody on my way
So, take aim and fire away
I've never been so wide awake
No, nobody but me can keep me safe
And I'm on my way
The blood moon is on the rise
The fire burning in my eyes
No, nobody but me can keep me safe
And I'm on my way"
17,Alan Walker,Fake a Smile,,2021,"February 19, 2021","You and I up all night
Nothing's wrong, nothing's right
I swear these walls are upside down
I swear the roof is on the ground
Demons don't sleep at night
Oh, oh, oh
I try to turn off my mind
Say I'm doing just fine
But I'm screaming inside like (Oh)
Say these words on repeat
While I'm tryin' to breathe
Now you're counting on me
So I fake a smile
But I know you know me too well
But it's alright
You're like heaven when I'm in hell
You were their heavy heart
Tasted light but fed the dark
I'm waiting for them all to see
I don't deserve your company
To love myself is way too hard
Oh, oh, oh
I try to turn off my mind
Say I'm doing just fine
But I'm screaming inside like (Oh)
Say these words on repeat
While I'm tryin' to breathe
Now you're counting on me
So I fake a smile
But I know you know me too well
But it's alright
You're like heaven when I'm in hell
No sleep, no sleep
It's alright, it's alright
No sleep, no sleep
So I fake a smile
But I know you know me too well
But it's alright
You're like heaven when I'm in hell
So I fake a smile
But I know you know me too well
But it's alright
You're like heaven when I'm in hell
So I fake a smile
But I know you know me too well
But it's alright
You're like heaven when I'm in hell"
18,Alan Walker,Fire!,,2023,"December 14, 2023","Set my heart on fire
Pour gasoline all over my desire
When I go up in flames, I'm burning bright
I'll tell you it's too late to apologize
You burnt that bridge
A million times, a million tries
You play with fire
Every time we touch, my fingers burn
I just want that love, don't leave me hurt
I can feel the rush when we ignite
'Cause every time we touch
Every time we touch, I feel that fire
You know sparks gon' fly
Every time you look into my eyes
All it takes is one small match to light
'Cause once we feel the flame, we'll never die
You burnt that bridge
A million times, a million tries
You play with fire
[Chorus: JVKE & YUQI,
YUQI
Every time we touch, my fingers burn (
Every time we touch
I just want that love, don't leave me hurt
I can feel the rush when we ignite
'Cause every time we touch
Every time we touch, I feel that fire
[Drop: JVKE &
YUQI
Oh-oh
That love, don't leave me hurt
Every time we touch, my fingers burn
I just want that love, don't leave me hurt
I can feel the rush when we ignite
'Cause every time we touch
Every time we touch, I feel that fire"
19,Alan Walker,Heading Home,,2020,"April 1, 2020","“Heading Home” premiered at Walker’s live performance at the Winter X Games in Oslo on February 27, 2016. The acoustic/live version of this song was performed with Norwegian singer Marius Samuelsen at…
I was so insatiable
'Til the lights came on and the stories got old
Now there's no one here, I know
And the city outside's not the same anymore
And I, I remember when we were young
We'd write our names in the sand
So carelessly
Then the rain came and yours was gone
And now mine it stands alone
Nobody sees me, now I'm a one man show
I'll do this on my own
We knew it all then now this is all I know
Guess I'm heading home now
Guess I'm heading home now
Guess I'm heading home now
When the music always played
With the sound of our lives and the sweetest escape
And the neighbors would complain
We would turn it up louder, who cares anyway?
'Cause we, we remembered that we were young
Our lives, were grains in the sand
That we, made our castles and kingdoms of
Now the waves have torn them down
Nobody sees me, now I'm a one man show
Guess I'm heading home now
Guess I'm heading home now
You’ll find me
I’ll be here
I can't see
I can’t breathe, anymore
But how could we have stayed?
You were high on love, I was drunk
Drunk on the pain
Guess I'm heading, I'm heading, I'm heading
I'm heading home
Guess I'm heading home now"
20,Alan Walker,I Don’t Wanna Go,,2018,"December 14, 2018","“I Don’t Wanna Go” is the third track off of Alan Walker’s debut album Different World and has Julie Bergan as the vocalist. It has a reggae-electronic vibe to it.
So here we are
Like we were
Two feet apart
In different worlds
No need to say
Another word
Know I should leave
But I don’t wanna go just yet
'Cause I'm not really over it
You remind my heart
Of a lie I wish you never told
But it's all I've got
Just five more minutes and I'll go
Same old song like an echo, ooh
'Cause I know I'm better off alone
It is my pride and I really know I shouldn't stay but I don't wanna go
Now that I know the way it ends
The words we chose, irrelevant
Let's just pretend a little bit
I know I should leave but
I don't wanna go just yet
'Cause I'm not really over it
You remind my heart (You remind my heart)
Of a lie I wish you never told
But it's all I've got (All I've got)
Just five more minutes and I'll go
(Five more minutes and I'll go)
Same old song like an echo, ooh
'Cause I know I'm better off alone (Better off alone)
It is my pride and I really know I shouldn't stay but I don't wanna go
(Ooh, ooh)
Just five more minutes and I'll go
(Five more minutes and I'll go) (Ooh, ooh, ooh)
Shouldn't stay but I don't wanna go
Same old song like an echo (Ooh, ooh, ooh)
(I'm better off alone)
It is my pride and I really know I shouldn't stay but I don't wanna go"
21,Alan Walker,Tired (Kygo Remix),,2017,"July 14, 2017","Cold hands, red eyes
Packed your bags at midnight
They've been there for weeks
I don't know what came by me
Just roll up a cigarette
Just forget about this mess
Been waiting on the sidelines
From the sidelines
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
If your ghost pulls you apart
And it feels like you've lost who you are
My love, there's no need to hide
Just let me love you when your heart is tired
Just let me love you when your heart is tired
Just let me love you when your heart is tired
When you whisper, I'm alright
But I see through your white lies
But these walls don’t talk
And if they could, they’d say
Can't hide the secrets
You can't forget about this mess
I'm waiting on the sidelines
From the sidelines
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
If your ghost pulls you apart
And it feels like you've lost who you are
My love, there's no need to hide
Just let me love you when your heart is tired
Just let me love you when your heart is tired
I know right now, you feel alone
And all the good things, they hurt the most
But it's a long way done, yeah it's a long way down
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
Just let me love you when your heart is tired"
